X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,Y
1,70,21,60,16,6,2,1,38,5,15
70,21,60,16,6,2,1,38,5,15,46
21,60,16,6,2,1,38,5,15,46,21
60,16,6,2,1,38,5,15,46,21,2
16,6,2,1,38,5,15,46,21,2,15
6,2,1,38,5,15,46,21,2,15,5
2,1,38,5,15,46,21,2,15,5,21
1,38,5,15,46,21,2,15,5,21,2
38,5,15,46,21,2,15,5,21,2,21
5,15,46,21,2,15,5,21,2,21,5
15,46,21,2,15,5,21,2,21,5,38
46,21,2,15,5,21,2,21,5,38,2
21,2,15,5,21,2,21,5,38,2,1
2,15,5,21,2,21,5,38,2,1,18
15,5,21,2,21,5,38,2,1,18,3
5,21,2,21,5,38,2,1,18,3,15
21,2,21,5,38,2,1,18,3,15,4
2,21,5,38,2,1,18,3,15,4,2
21,5,38,2,1,18,3,15,4,2,1
0,0,0,0,0,0,0,0,0,0,51
0,0,0,0,0,0,0,0,0,51,5
0,0,0,0,0,0,0,0,51,5,19
0,0,0,0,0,0,0,51,5,19,3
0,0,0,0,0,0,51,5,19,3,4
0,0,0,0,0,51,5,19,3,4,8
0,0,0,0,51,5,19,3,4,8,36
0,0,0,51,5,19,3,4,8,36,3
0,0,51,5,19,3,4,8,36,3,4
0,51,5,19,3,4,8,36,3,4,2
51,5,19,3,4,8,36,3,4,2,51
5,19,3,4,8,36,3,4,2,51,5
19,3,4,8,36,3,4,2,51,5,13
3,4,8,36,3,4,2,51,5,13,23
4,8,36,3,4,2,51,5,13,23,3
8,36,3,4,2,51,5,13,23,3,27
36,3,4,2,51,5,13,23,3,27,4
3,4,2,51,5,13,23,3,27,4,29
4,2,51,5,13,23,3,27,4,29,27
2,51,5,13,23,3,27,4,29,27,28
51,5,13,23,3,27,4,29,27,28,51
5,13,23,3,27,4,29,27,28,51,14
13,23,3,27,4,29,27,28,51,14,2
23,3,27,4,29,27,28,51,14,2,29
3,27,4,29,27,28,51,14,2,29,17
27,4,29,27,28,51,14,2,29,17,28
4,29,27,28,51,14,2,29,17,28,40
29,27,28,51,14,2,29,17,28,40,3
27,28,51,14,2,29,17,28,40,3,9
28,51,14,2,29,17,28,40,3,9,7
51,14,2,29,17,28,40,3,9,7,51
14,2,29,17,28,40,3,9,7,51,13
2,29,17,28,40,3,9,7,51,13,16
29,17,28,40,3,9,7,51,13,16,14
17,28,40,3,9,7,51,13,16,14,4
28,40,3,9,7,51,13,16,14,4,6
40,3,9,7,51,13,16,14,4,6,2
3,9,7,51,13,16,14,4,6,2,1
9,7,51,13,16,14,4,6,2,1,26
7,51,13,16,14,4,6,2,1,26,51
51,13,16,14,4,6,2,1,26,51,13
13,16,14,4,6,2,1,26,51,13,16
16,14,4,6,2,1,26,51,13,16,14
14,4,6,2,1,26,51,13,16,14,46
4,6,2,1,26,51,13,16,14,46,17
6,2,1,26,51,13,16,14,46,17,1
2,1,26,51,13,16,14,46,17,1,16
1,26,51,13,16,14,46,17,1,16,56
26,51,13,16,14,46,17,1,16,56,51
51,13,16,14,46,17,1,16,56,51,13
13,16,14,46,17,1,16,56,51,13,9
16,14,46,17,1,16,56,51,13,9,14
14,46,17,1,16,56,51,13,9,14,46
46,17,1,16,56,51,13,9,14,46,17
17,1,16,56,51,13,9,14,46,17,1
1,16,56,51,13,9,14,46,17,1,16
16,56,51,13,9,14,46,17,1,16,6
56,51,13,9,14,46,17,1,16,6,2
51,13,9,14,46,17,1,16,6,2,1
13,9,14,46,17,1,16,6,2,1,61
9,14,46,17,1,16,6,2,1,61,5
14,46,17,1,16,6,2,1,61,5,17
46,17,1,16,6,2,1,61,5,17,2
17,1,16,6,2,1,61,5,17,2,1
1,16,6,2,1,61,5,17,2,1,1
16,6,2,1,61,5,17,2,1,1,18
6,2,1,61,5,17,2,1,1,18,3
2,1,61,5,17,2,1,1,18,3,61
1,61,5,17,2,1,1,18,3,61,4
61,5,17,2,1,1,18,3,61,4,2
5,17,2,1,1,18,3,61,4,2,2
17,2,1,1,18,3,61,4,2,2,1
0,0,0,0,0,0,0,0,0,0,54
0,0,0,0,0,0,0,0,0,54,1
0,0,0,0,0,0,0,0,54,1,3
0,0,0,0,0,0,0,54,1,3,22
0,0,0,0,0,0,54,1,3,22,7
0,0,0,0,0,54,1,3,22,7,68
0,0,0,0,54,1,3,22,7,68,4
0,0,0,54,1,3,22,7,68,4,6
0,0,54,1,3,22,7,68,4,6,2
0,54,1,3,22,7,68,4,6,2,1
54,1,3,22,7,68,4,6,2,1,38
1,3,22,7,68,4,6,2,1,38,5
3,22,7,68,4,6,2,1,38,5,22
22,7,68,4,6,2,1,38,5,22,46
7,68,4,6,2,1,38,5,22,46,68
68,4,6,2,1,38,5,22,46,68,2
4,6,2,1,38,5,22,46,68,2,26
6,2,1,38,5,22,46,68,2,26,38
2,1,38,5,22,46,68,2,26,38,1
1,38,5,22,46,68,2,26,38,1,16
38,5,22,46,68,2,26,38,1,16,6
5,22,46,68,2,26,38,1,16,6,2
22,46,68,2,26,38,1,16,6,2,1
46,68,2,26,38,1,16,6,2,1,57
68,2,26,38,1,16,6,2,1,57,68
2,26,38,1,16,6,2,1,57,68,2
26,38,1,16,6,2,1,57,68,2,1
38,1,16,6,2,1,57,68,2,1,39
1,16,6,2,1,57,68,2,1,39,6
16,6,2,1,57,68,2,1,39,6,2
6,2,1,57,68,2,1,39,6,2,1
2,1,57,68,2,1,39,6,2,1,57
1,57,68,2,1,39,6,2,1,57,1
57,68,2,1,39,6,2,1,57,1,3
68,2,1,39,6,2,1,57,1,3,68
2,1,39,6,2,1,57,1,3,68,7
1,39,6,2,1,57,1,3,68,7,38
39,6,2,1,57,1,3,68,7,38,4
6,2,1,57,1,3,68,7,38,4,2
2,1,57,1,3,68,7,38,4,2,2
1,57,1,3,68,7,38,4,2,2,1
57,1,3,68,7,38,4,2,2,1,1
1,3,68,7,38,4,2,2,1,1,26
3,68,7,38,4,2,2,1,1,26,1
68,7,38,4,2,2,1,1,26,1,1
7,38,4,2,2,1,1,26,1,1,1
38,4,2,2,1,1,26,1,1,1,6
4,2,2,1,1,26,1,1,1,6,2
2,2,1,1,26,1,1,1,6,2,1
2,1,1,26,1,1,1,6,2,1,1
1,1,26,1,1,1,6,2,1,1,5
1,26,1,1,1,6,2,1,1,5,42
26,1,1,1,6,2,1,1,5,42,3
1,1,1,6,2,1,1,5,42,3,23
1,1,6,2,1,1,5,42,3,23,7
1,6,2,1,1,5,42,3,23,7,1
6,2,1,1,5,42,3,23,7,1,3
2,1,1,5,42,3,23,7,1,3,4
1,1,5,42,3,23,7,1,3,4,8
1,5,42,3,23,7,1,3,4,8,36
5,42,3,23,7,1,3,4,8,36,3
42,3,23,7,1,3,4,8,36,3,4
3,23,7,1,3,4,8,36,3,4,4
23,7,1,3,4,8,36,3,4,4,2
7,1,3,4,8,36,3,4,4,2,18
1,3,4,8,36,3,4,4,2,18,1
3,4,8,36,3,4,4,2,18,1,3
4,8,36,3,4,4,2,18,1,3,1
8,36,3,4,4,2,18,1,3,1,13
36,3,4,4,2,18,1,3,1,13,16
3,4,4,2,18,1,3,1,13,16,14
4,4,2,18,1,3,1,13,16,14,7
4,2,18,1,3,1,13,16,14,7,1
2,18,1,3,1,13,16,14,7,1,13
18,1,3,1,13,16,14,7,1,13,9
1,3,1,13,16,14,7,1,13,9,14
3,1,13,16,14,7,1,13,9,14,4
1,13,16,14,7,1,13,9,14,4,1
13,16,14,7,1,13,9,14,4,1,1
16,14,7,1,13,9,14,4,1,1,1
0,0,0,0,0,0,0,0,0,0,54
0,0,0,0,0,0,0,0,0,54,69
0,0,0,0,0,0,0,0,54,69,3
0,0,0,0,0,0,0,54,69,3,15
0,0,0,0,0,0,54,69,3,15,7
0,0,0,0,0,54,69,3,15,7,21
0,0,0,0,54,69,3,15,7,21,4
0,0,0,54,69,3,15,7,21,4,6
0,0,54,69,3,15,7,21,4,6,2
0,54,69,3,15,7,21,4,6,2,1
54,69,3,15,7,21,4,6,2,1,26
69,3,15,7,21,4,6,2,1,26,15
3,15,7,21,4,6,2,1,26,15,71
15,7,21,4,6,2,1,26,15,71,21
7,21,4,6,2,1,26,15,71,21,6
21,4,6,2,1,26,15,71,21,6,2
4,6,2,1,26,15,71,21,6,2,1
6,2,1,26,15,71,21,6,2,1,15
2,1,26,15,71,21,6,2,1,15,7
1,26,15,71,21,6,2,1,15,7,21
26,15,71,21,6,2,1,15,7,21,5
15,71,21,6,2,1,15,7,21,5,21
71,21,6,2,1,15,7,21,5,21,7
21,6,2,1,15,7,21,5,21,7,15
6,2,1,15,7,21,5,21,7,15,2
2,1,15,7,21,5,21,7,15,2,2
1,15,7,21,5,21,7,15,2,2,1
15,7,21,5,21,7,15,2,2,1,70
7,21,5,21,7,15,2,2,1,70,16
21,5,21,7,15,2,2,1,70,16,71
5,21,7,15,2,2,1,70,16,71,21
21,7,15,2,2,1,70,16,71,21,6
7,15,2,2,1,70,16,71,21,6,2
15,2,2,1,70,16,71,21,6,2,1
2,2,1,70,16,71,21,6,2,1,15
2,1,70,16,71,21,6,2,1,15,7
1,70,16,71,21,6,2,1,15,7,21
70,16,71,21,6,2,1,15,7,21,5
16,71,21,6,2,1,15,7,21,5,21
71,21,6,2,1,15,7,21,5,21,7
21,6,2,1,15,7,21,5,21,7,15
6,2,1,15,7,21,5,21,7,15,46
2,1,15,7,21,5,21,7,15,46,21
1,15,7,21,5,21,7,15,46,21,2
15,7,21,5,21,7,15,46,21,2,2
7,21,5,21,7,15,46,21,2,2,1
21,5,21,7,15,46,21,2,2,1,57
5,21,7,15,46,21,2,2,1,57,15
21,7,15,46,21,2,2,1,57,15,2
7,15,46,21,2,2,1,57,15,2,2
15,46,21,2,2,1,57,15,2,2,1
46,21,2,2,1,57,15,2,2,1,1
21,2,2,1,57,15,2,2,1,1,7
2,2,1,57,15,2,2,1,1,7,1
2,1,57,15,2,2,1,1,7,1,5
1,57,15,2,2,1,1,7,1,5,42
57,15,2,2,1,1,7,1,5,42,3
15,2,2,1,1,7,1,5,42,3,23
2,2,1,1,7,1,5,42,3,23,7
2,1,1,7,1,5,42,3,23,7,19
1,1,7,1,5,42,3,23,7,19,3
1,7,1,5,42,3,23,7,19,3,4
7,1,5,42,3,23,7,19,3,4,8
1,5,42,3,23,7,19,3,4,8,36
5,42,3,23,7,19,3,4,8,36,3
42,3,23,7,19,3,4,8,36,3,4
3,23,7,19,3,4,8,36,3,4,4
23,7,19,3,4,8,36,3,4,4,2
7,19,3,4,8,36,3,4,4,2,18
19,3,4,8,36,3,4,4,2,18,3
3,4,8,36,3,4,4,2,18,3,69
4,8,36,3,4,4,2,18,3,69,3
8,36,3,4,4,2,18,3,69,3,1
36,3,4,4,2,18,3,69,3,1,7
3,4,4,2,18,3,69,3,1,7,1
4,4,2,18,3,69,3,1,7,1,4
4,2,18,3,69,3,1,7,1,4,4
2,18,3,69,3,1,7,1,4,4,2
18,3,69,3,1,7,1,4,4,2,2
3,69,3,1,7,1,4,4,2,2,1
0,0,0,0,0,0,0,0,0,0,15
0,0,0,0,0,0,0,0,0,15,7
0,0,0,0,0,0,0,0,15,7,21
0,0,0,0,0,0,0,15,7,21,5
0,0,0,0,0,0,15,7,21,5,42
0,0,0,0,0,15,7,21,5,42,3
0,0,0,0,15,7,21,5,42,3,23
0,0,0,15,7,21,5,42,3,23,7
0,0,15,7,21,5,42,3,23,7,19
0,15,7,21,5,42,3,23,7,19,3
15,7,21,5,42,3,23,7,19,3,4
7,21,5,42,3,23,7,19,3,4,8
21,5,42,3,23,7,19,3,4,8,36
5,42,3,23,7,19,3,4,8,36,3
42,3,23,7,19,3,4,8,36,3,4
3,23,7,19,3,4,8,36,3,4,4
23,7,19,3,4,8,36,3,4,4,2
7,19,3,4,8,36,3,4,4,2,70
19,3,4,8,36,3,4,4,2,70,1
3,4,8,36,3,4,4,2,70,1,6
4,8,36,3,4,4,2,70,1,6,2
8,36,3,4,4,2,70,1,6,2,1
36,3,4,4,2,70,1,6,2,1,38
3,4,4,2,70,1,6,2,1,38,5
4,4,2,70,1,6,2,1,38,5,15
4,2,70,1,6,2,1,38,5,15,46
2,70,1,6,2,1,38,5,15,46,21
70,1,6,2,1,38,5,15,46,21,2
1,6,2,1,38,5,15,46,21,2,26
6,2,1,38,5,15,46,21,2,26,38
2,1,38,5,15,46,21,2,26,38,1
1,38,5,15,46,21,2,26,38,1,16
38,5,15,46,21,2,26,38,1,16,6
5,15,46,21,2,26,38,1,16,6,2
15,46,21,2,26,38,1,16,6,2,1
46,21,2,26,38,1,16,6,2,1,18
21,2,26,38,1,16,6,2,1,18,3
2,26,38,1,16,6,2,1,18,3,21
26,38,1,16,6,2,1,18,3,21,4
38,1,16,6,2,1,18,3,21,4,2
1,16,6,2,1,18,3,21,4,2,95
16,6,2,1,18,3,21,4,2,95,2
6,2,1,18,3,21,4,2,95,2,1
2,1,18,3,21,4,2,95,2,1,15
1,18,3,21,4,2,95,2,1,15,5
18,3,21,4,2,95,2,1,15,5,21
3,21,4,2,95,2,1,15,5,21,2
21,4,2,95,2,1,15,5,21,2,21
4,2,95,2,1,15,5,21,2,21,5
2,95,2,1,15,5,21,2,21,5,38
95,2,1,15,5,21,2,21,5,38,2
2,1,15,5,21,2,21,5,38,2,2
1,15,5,21,2,21,5,38,2,2,2
15,5,21,2,21,5,38,2,2,2,1
5,21,2,21,5,38,2,2,2,1,1
0,0,0,0,0,0,0,0,0,0,54
0,0,0,0,0,0,0,0,0,54,69
0,0,0,0,0,0,0,0,54,69,3
0,0,0,0,0,0,0,54,69,3,170
0,0,0,0,0,0,54,69,3,170,7
0,0,0,0,0,54,69,3,170,7,319
0,0,0,0,54,69,3,170,7,319,4
0,0,0,54,69,3,170,7,319,4,6
0,0,54,69,3,170,7,319,4,6,2
0,54,69,3,170,7,319,4,6,2,1
54,69,3,170,7,319,4,6,2,1,70
69,3,170,7,319,4,6,2,1,70,319
3,170,7,319,4,6,2,1,70,319,1
170,7,319,4,6,2,1,70,319,1,16
7,319,4,6,2,1,70,319,1,16,6
319,4,6,2,1,70,319,1,16,6,2
4,6,2,1,70,319,1,16,6,2,1
6,2,1,70,319,1,16,6,2,1,38
2,1,70,319,1,16,6,2,1,38,5
1,70,319,1,16,6,2,1,38,5,319
70,319,1,16,6,2,1,38,5,319,2
319,1,16,6,2,1,38,5,319,2,319
1,16,6,2,1,38,5,319,2,319,5
16,6,2,1,38,5,319,2,319,5,170
6,2,1,38,5,319,2,319,5,170,46
2,1,38,5,319,2,319,5,170,46,319
1,38,5,319,2,319,5,170,46,319,2
38,5,319,2,319,5,170,46,319,2,170
5,319,2,319,5,170,46,319,2,170,5
319,2,319,5,170,46,319,2,170,5,38
2,319,5,170,46,319,2,170,5,38,2
319,5,170,46,319,2,170,5,38,2,1
5,170,46,319,2,170,5,38,2,1,57
170,46,319,2,170,5,38,2,1,57,170
46,319,2,170,5,38,2,1,57,170,2
319,2,170,5,38,2,1,57,170,2,1
2,170,5,38,2,1,57,170,2,1,11
170,5,38,2,1,57,170,2,1,11,7
5,38,2,1,57,170,2,1,11,7,31
38,2,1,57,170,2,1,11,7,31,5
2,1,57,170,2,1,11,7,31,5,42
1,57,170,2,1,11,7,31,5,42,3
57,170,2,1,11,7,31,5,42,3,23
170,2,1,11,7,31,5,42,3,23,7
2,1,11,7,31,5,42,3,23,7,1
1,11,7,31,5,42,3,23,7,1,3
11,7,31,5,42,3,23,7,1,3,4
7,31,5,42,3,23,7,1,3,4,8
31,5,42,3,23,7,1,3,4,8,162
5,42,3,23,7,1,3,4,8,162,3
42,3,23,7,1,3,4,8,162,3,4
3,23,7,1,3,4,8,162,3,4,8
23,7,1,3,4,8,162,3,4,8,36
7,1,3,4,8,162,3,4,8,36,3
1,3,4,8,162,3,4,8,36,3,4
3,4,8,162,3,4,8,36,3,4,4
4,8,162,3,4,8,36,3,4,4,2
8,162,3,4,8,36,3,4,4,2,1
162,3,4,8,36,3,4,4,2,1,2
3,4,8,36,3,4,4,2,1,2,18
4,8,36,3,4,4,2,1,2,18,69
8,36,3,4,4,2,1,2,18,69,3
36,3,4,4,2,1,2,18,69,3,11
3,4,4,2,1,2,18,69,3,11,7
4,4,2,1,2,18,69,3,11,7,31
4,2,1,2,18,69,3,11,7,31,4
2,1,2,18,69,3,11,7,31,4,2
1,2,18,69,3,11,7,31,4,2,2
2,18,69,3,11,7,31,4,2,2,1
0,0,0,0,0,0,0,0,0,0,11
0,0,0,0,0,0,0,0,0,11,5
0,0,0,0,0,0,0,0,11,5,19
0,0,0,0,0,0,0,11,5,19,3
0,0,0,0,0,0,11,5,19,3,4
0,0,0,0,0,11,5,19,3,4,8
0,0,0,0,11,5,19,3,4,8,36
0,0,0,11,5,19,3,4,8,36,3
0,0,11,5,19,3,4,8,36,3,4
0,11,5,19,3,4,8,36,3,4,2
11,5,19,3,4,8,36,3,4,2,83
5,19,3,4,8,36,3,4,2,83,7
19,3,4,8,36,3,4,2,83,7,167
3,4,8,36,3,4,2,83,7,167,5
4,8,36,3,4,2,83,7,167,5,23
8,36,3,4,2,83,7,167,5,23,3
36,3,4,2,83,7,167,5,23,3,11
3,4,2,83,7,167,5,23,3,11,13
4,2,83,7,167,5,23,3,11,13,16
2,83,7,167,5,23,3,11,13,16,14
83,7,167,5,23,3,11,13,16,14,4
7,167,5,23,3,11,13,16,14,4,7
167,5,23,3,11,13,16,14,4,7,23
5,23,3,11,13,16,14,4,7,23,3
23,3,11,13,16,14,4,7,23,3,31
3,11,13,16,14,4,7,23,3,31,13
11,13,16,14,4,7,23,3,31,13,16
13,16,14,4,7,23,3,31,13,16,14
16,14,4,7,23,3,31,13,16,14,4
14,4,7,23,3,31,13,16,14,4,2
4,7,23,3,31,13,16,14,4,2,54
7,23,3,31,13,16,14,4,2,54,61
23,3,31,13,16,14,4,2,54,61,3
3,31,13,16,14,4,2,54,61,3,15
31,13,16,14,4,2,54,61,3,15,7
13,16,14,4,2,54,61,3,15,7,21
16,14,4,2,54,61,3,15,7,21,4
14,4,2,54,61,3,15,7,21,4,6
4,2,54,61,3,15,7,21,4,6,2
2,54,61,3,15,7,21,4,6,2,1
54,61,3,15,7,21,4,6,2,1,26
61,3,15,7,21,4,6,2,1,26,15
3,15,7,21,4,6,2,1,26,15,46
15,7,21,4,6,2,1,26,15,46,21
7,21,4,6,2,1,26,15,46,21,6
21,4,6,2,1,26,15,46,21,6,2
4,6,2,1,26,15,46,21,6,2,1
6,2,1,26,15,46,21,6,2,1,57
2,1,26,15,46,21,6,2,1,57,61
1,26,15,46,21,6,2,1,57,61,3
26,15,46,21,6,2,1,57,61,3,21
15,46,21,6,2,1,57,61,3,21,7
46,21,6,2,1,57,61,3,21,7,15
21,6,2,1,57,61,3,21,7,15,46
6,2,1,57,61,3,21,7,15,46,21
2,1,57,61,3,21,7,15,46,21,4
1,57,61,3,21,7,15,46,21,4,2
57,61,3,21,7,15,46,21,4,2,1
61,3,21,7,15,46,21,4,2,1,39
3,21,7,15,46,21,4,2,1,39,6
21,7,15,46,21,4,2,1,39,6,2
7,15,46,21,4,2,1,39,6,2,1
15,46,21,4,2,1,39,6,2,1,57
46,21,4,2,1,39,6,2,1,57,21
21,4,2,1,39,6,2,1,57,21,2
4,2,1,39,6,2,1,57,21,2,1
2,1,39,6,2,1,57,21,2,1,1
1,39,6,2,1,57,21,2,1,1,18
39,6,2,1,57,21,2,1,1,18,3
6,2,1,57,21,2,1,1,18,3,61
2,1,57,21,2,1,1,18,3,61,3
1,57,21,2,1,1,18,3,61,3,83
57,21,2,1,1,18,3,61,3,83,7
21,2,1,1,18,3,61,3,83,7,167
2,1,1,18,3,61,3,83,7,167,4
1,1,18,3,61,3,83,7,167,4,4
1,18,3,61,3,83,7,167,4,4,2
18,3,61,3,83,7,167,4,4,2,1
0,0,0,0,0,0,0,0,0,0,15
0,0,0,0,0,0,0,0,0,15,7
0,0,0,0,0,0,0,0,15,7,21
0,0,0,0,0,0,0,15,7,21,5
0,0,0,0,0,0,15,7,21,5,42
0,0,0,0,0,15,7,21,5,42,3
0,0,0,0,15,7,21,5,42,3,23
0,0,0,15,7,21,5,42,3,23,7
0,0,15,7,21,5,42,3,23,7,19
0,15,7,21,5,42,3,23,7,19,3
15,7,21,5,42,3,23,7,19,3,4
7,21,5,42,3,23,7,19,3,4,8
21,5,42,3,23,7,19,3,4,8,36
5,42,3,23,7,19,3,4,8,36,3
42,3,23,7,19,3,4,8,36,3,4
3,23,7,19,3,4,8,36,3,4,4
23,7,19,3,4,8,36,3,4,4,2
7,19,3,4,8,36,3,4,4,2,26
19,3,4,8,36,3,4,4,2,26,15
3,4,8,36,3,4,4,2,26,15,71
4,8,36,3,4,4,2,26,15,71,21
8,36,3,4,4,2,26,15,71,21,6
36,3,4,4,2,26,15,71,21,6,2
3,4,4,2,26,15,71,21,6,2,1
4,4,2,26,15,71,21,6,2,1,15
4,2,26,15,71,21,6,2,1,15,7
2,26,15,71,21,6,2,1,15,7,21
26,15,71,21,6,2,1,15,7,21,5
15,71,21,6,2,1,15,7,21,5,21
71,21,6,2,1,15,7,21,5,21,7
21,6,2,1,15,7,21,5,21,7,15
6,2,1,15,7,21,5,21,7,15,2
2,1,15,7,21,5,21,7,15,2,2
1,15,7,21,5,21,7,15,2,2,1
15,7,21,5,21,7,15,2,2,1,117
7,21,5,21,7,15,2,2,1,117,5
21,5,21,7,15,2,2,1,117,5,15
5,21,7,15,2,2,1,117,5,15,46
21,7,15,2,2,1,117,5,15,46,21
7,15,2,2,1,117,5,15,46,21,2
15,2,2,1,117,5,15,46,21,2,69
2,2,1,117,5,15,46,21,2,69,5
2,1,117,5,15,46,21,2,69,5,16
1,117,5,15,46,21,2,69,5,16,2
117,5,15,46,21,2,69,5,16,2,29
5,15,46,21,2,69,5,16,2,29,17
15,46,21,2,69,5,16,2,29,17,28
46,21,2,69,5,16,2,29,17,28,40
21,2,69,5,16,2,29,17,28,40,3
2,69,5,16,2,29,17,28,40,3,9
69,5,16,2,29,17,28,40,3,9,7
5,16,2,29,17,28,40,3,9,7,117
16,2,29,17,28,40,3,9,7,117,4
2,29,17,28,40,3,9,7,117,4,6
29,17,28,40,3,9,7,117,4,6,2
17,28,40,3,9,7,117,4,6,2,1
28,40,3,9,7,117,4,6,2,1,26
40,3,9,7,117,4,6,2,1,26,117
3,9,7,117,4,6,2,1,26,117,46
9,7,117,4,6,2,1,26,117,46,17
7,117,4,6,2,1,26,117,46,17,1
117,4,6,2,1,26,117,46,17,1,16
4,6,2,1,26,117,46,17,1,16,56
6,2,1,26,117,46,17,1,16,56,21
2,1,26,117,46,17,1,16,56,21,46
1,26,117,46,17,1,16,56,21,46,17
26,117,46,17,1,16,56,21,46,17,1
117,46,17,1,16,56,21,46,17,1,16
46,17,1,16,56,21,46,17,1,16,6
17,1,16,56,21,46,17,1,16,6,2
1,16,56,21,46,17,1,16,6,2,1
16,56,21,46,17,1,16,6,2,1,69
56,21,46,17,1,16,6,2,1,69,5
21,46,17,1,16,6,2,1,69,5,17
46,17,1,16,6,2,1,69,5,17,2
17,1,16,6,2,1,69,5,17,2,2
1,16,6,2,1,69,5,17,2,2,1
16,6,2,1,69,5,17,2,2,1,1
6,2,1,69,5,17,2,2,1,1,18
2,1,69,5,17,2,2,1,1,18,3
1,69,5,17,2,2,1,1,18,3,69
69,5,17,2,2,1,1,18,3,69,4
5,17,2,2,1,1,18,3,69,4,2
17,2,2,1,1,18,3,69,4,2,2
2,2,1,1,18,3,69,4,2,2,1
0,0,0,0,0,0,0,0,0,0,54
0,0,0,0,0,0,0,0,0,54,69
0,0,0,0,0,0,0,0,54,69,3
0,0,0,0,0,0,0,54,69,3,15
0,0,0,0,0,0,54,69,3,15,7
0,0,0,0,0,54,69,3,15,7,21
0,0,0,0,54,69,3,15,7,21,4
0,0,0,54,69,3,15,7,21,4,6
0,0,54,69,3,15,7,21,4,6,2
0,54,69,3,15,7,21,4,6,2,1
54,69,3,15,7,21,4,6,2,1,26
69,3,15,7,21,4,6,2,1,26,15
3,15,7,21,4,6,2,1,26,15,71
15,7,21,4,6,2,1,26,15,71,21
7,21,4,6,2,1,26,15,71,21,6
21,4,6,2,1,26,15,71,21,6,2
4,6,2,1,26,15,71,21,6,2,1
6,2,1,26,15,71,21,6,2,1,57
2,1,26,15,71,21,6,2,1,57,69
1,26,15,71,21,6,2,1,57,69,3
26,15,71,21,6,2,1,57,69,3,21
15,71,21,6,2,1,57,69,3,21,7
71,21,6,2,1,57,69,3,21,7,15
21,6,2,1,57,69,3,21,7,15,4
6,2,1,57,69,3,21,7,15,4,2
2,1,57,69,3,21,7,15,4,2,1
1,57,69,3,21,7,15,4,2,1,26
57,69,3,21,7,15,4,2,1,26,15
69,3,21,7,15,4,2,1,26,15,46
3,21,7,15,4,2,1,26,15,46,21
21,7,15,4,2,1,26,15,46,21,1
7,15,4,2,1,26,15,46,21,1,16
15,4,2,1,26,15,46,21,1,16,6
4,2,1,26,15,46,21,1,16,6,2
2,1,26,15,46,21,1,16,6,2,1
1,26,15,46,21,1,16,6,2,1,57
26,15,46,21,1,16,6,2,1,57,21
15,46,21,1,16,6,2,1,57,21,2
46,21,1,16,6,2,1,57,21,2,1
21,1,16,6,2,1,57,21,2,1,39
1,16,6,2,1,57,21,2,1,39,6
16,6,2,1,57,21,2,1,39,6,2
6,2,1,57,21,2,1,39,6,2,1
2,1,57,21,2,1,39,6,2,1,57
1,57,21,2,1,39,6,2,1,57,69
57,21,2,1,39,6,2,1,57,69,3
21,2,1,39,6,2,1,57,69,3,21
2,1,39,6,2,1,57,69,3,21,7
1,39,6,2,1,57,69,3,21,7,15
39,6,2,1,57,69,3,21,7,15,46
6,2,1,57,69,3,21,7,15,46,21
2,1,57,69,3,21,7,15,46,21,4
1,57,69,3,21,7,15,46,21,4,2
57,69,3,21,7,15,46,21,4,2,2
69,3,21,7,15,46,21,4,2,2,1
3,21,7,15,46,21,4,2,2,1,1
21,7,15,46,21,4,2,2,1,1,11
7,15,46,21,4,2,2,1,1,11,7
15,46,21,4,2,2,1,1,11,7,31
46,21,4,2,2,1,1,11,7,31,5
21,4,2,2,1,1,11,7,31,5,42
4,2,2,1,1,11,7,31,5,42,3
2,2,1,1,11,7,31,5,42,3,23
2,1,1,11,7,31,5,42,3,23,7
1,1,11,7,31,5,42,3,23,7,19
1,11,7,31,5,42,3,23,7,19,3
11,7,31,5,42,3,23,7,19,3,4
7,31,5,42,3,23,7,19,3,4,8
31,5,42,3,23,7,19,3,4,8,36
5,42,3,23,7,19,3,4,8,36,3
42,3,23,7,19,3,4,8,36,3,4
3,23,7,19,3,4,8,36,3,4,4
23,7,19,3,4,8,36,3,4,4,2
7,19,3,4,8,36,3,4,4,2,18
19,3,4,8,36,3,4,4,2,18,3
3,4,8,36,3,4,4,2,18,3,69
4,8,36,3,4,4,2,18,3,69,3
8,36,3,4,4,2,18,3,69,3,11
36,3,4,4,2,18,3,69,3,11,7
3,4,4,2,18,3,69,3,11,7,31
4,4,2,18,3,69,3,11,7,31,4
4,2,18,3,69,3,11,7,31,4,4
2,18,3,69,3,11,7,31,4,4,1
18,3,69,3,11,7,31,4,4,1,1
0,0,0,0,0,0,0,0,0,0,11
0,0,0,0,0,0,0,0,0,11,5
0,0,0,0,0,0,0,0,11,5,13
0,0,0,0,0,0,0,11,5,13,23
0,0,0,0,0,0,11,5,13,23,3
0,0,0,0,0,11,5,13,23,3,17
0,0,0,0,11,5,13,23,3,17,4
0,0,0,11,5,13,23,3,17,4,29
0,0,11,5,13,23,3,17,4,29,17
0,11,5,13,23,3,17,4,29,17,28
11,5,13,23,3,17,4,29,17,28,19
5,13,23,3,17,4,29,17,28,19,3
